,FC,FC,FC,FC,FC,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR
Tissue,CSF,CTX,CTX,SPC,SPC,CSF,CTX,CTX,SPC,SPC,sum_significant
Fraction,CSF,insoluble,soluble,insoluble,soluble,CSF,insoluble,soluble,insoluble,soluble,
Leading_Gene,,,,,,,,,,,
GDI2,-0.0395018660734667,0.334799896339545,0.0773114938018368,0.499901080542813,,0.9962090509916655,0.370509433408761,0.827288292971682,0.00829100476004158,,1
GDIA,,,,,0.0759372556085334,,,,,0.691626406781586,0
GDIB,,,,,0.132666376055597,,,,,0.372306353926425,0
GDIR1,,,,,0.24900844092777,,,,,0.656479003636633,0
GDPGP1,,,-0.446128836292254,,,,,0.360514617401678,,,0
GDPP1,,,,,-0.203642115296172,,,,,0.282432550778694,0
GDS1,,,,,-0.0823543434662302,,,,,0.669791353209046,0
GELS,,,,,0.0748657246642899,,,,,0.399320697700412,0
GEPH,,,,,-0.336164995219849,,,,,0.853510776321397,0
GET4,,,0.272233530563281,,0.0662678392811469,,,0.185389894283782,,0.74811264574349,0
GFAP,0.0839993880345276,0.313598974263651,0.0848974599196262,-0.103463122303195,0.0726554146678913,0.9962090509916655,0.327767364335989,0.778083980655555,0.7425255275195,0.823552519451731,0
GFRA2,0.0525077349179739,,,,,0.9962090509916655,,,,,0
GFRA3,-0.10451248713902,,,,,0.9716602950622556,,,,,0
GGCT,-0.131915331329177,,,,,0.9962090509916655,,,,,0
GGH,-0.13416849748544,,,,,0.9767077574634933,,,,,0
GGT7,-0.0518203009729792,,,,,0.9962090509916655,,,,,0
GHC1,,,,,-0.0780188834649873,,,,,0.900156572690594,0
GID8,,,-0.00135298781312937,,0.121857487941548,,,0.995546611734369,,0.778416692639584,0
GIGYF2,,0.135087804887954,,,,,0.678474848711701,,,,0
GIMA1,,,,,-0.133851365549943,,,,,0.80358798666999,0
GIMAP1,,,-0.250862325476957,,,,,0.358797402931547,,,0
GINM1,0.0687565030463286,,,,,0.9962090509916655,,,,,0
GIPC1,,,-0.177424736829727,,0.0896764778473955,,,0.722805261915267,,0.931834105486589,0
GIT1,,-0.121725166876818,0.032380721196996,-0.291793110812011,0.00982596351273157,,0.724657639119472,0.878829100833706,0.340438918378181,0.962014828855536,0
GIT2,,,0.0426292608544885,,0.153062844879114,,,0.834200098198229,,0.590538440857991,0
GJA1,,0.233509641088906,0.261254787470813,0.37559455622029,,,0.522987982143714,0.345260263524672,0.116766624594249,,0
GJC2,-0.0339300415732637,,,,,0.9962090509916655,,,,,0
GK,,,0.0741493013452146,,,,,0.657499159750385,,,0
GLA,0.044389645258585,,,,,0.9962090509916655,,,,,0
GLB1,0.0532998678635579,,,,,0.9962090509916655,,,,,0
GLCE,-0.126769862174989,,,,,0.9962090509916655,,,,,0
GLDN,-0.0302302125212428,,,,,0.9962090509916655,,,,,0
GLG1,0.0428563774406143,,,,,0.9962090509916655,,,,,0
GLGB,,,,,-0.0900234438288312,,,,,0.791811776911971,0
GLIPR2,,0.124043401815849,-0.0430311586301948,0.407954582774879,,,0.88131223656302,0.913836342611322,0.0619346378310581,,0
GLNA,,,,,0.0414838601406689,,,,,0.920659617139149,0
GLO1,-0.166929859103579,,-0.10591945551274,,,0.8859368122864999,,0.792856106161395,,,0
GLO2,,,,,-0.513298204102401,,,,,0.300648810535863,0
GLOD4,-0.14050827258713,,,,,0.8867241355266581,,,,,0
GLPK,,,,,0.066495547677117,,,,,0.835929439375556,0
GLRX,-0.106130466904752,,,,,0.9962090509916655,,,,,0
GLRX3,,,-0.14074251739188,,-0.116449382906652,,,0.475216318227677,,0.673656402767184,0
GLRX5,,,-0.00167340957907619,,-0.691495815846014,,,0.995546611734369,,0.371957833335776,0
GLS,,-0.134502632411801,-0.0450051737955475,-0.306381932908918,,,0.802896529822386,0.880326489698158,0.32065489963306,,0
GLS2,,,-0.56338865726461,,,,,0.319984010829076,,,0
GLSK,,,,,-0.0262583240442615,,,,,0.920659617139149,0
GLSL,,,,,-0.366361423230341,,,,,0.68646278318644,0
GLTP,,-0.109575990472731,0.0780028589675019,0.31757434363028,-0.0337596058504452,,0.970964114293153,0.937183085146994,0.284830287913757,0.960429295023711,0
GLU2B,,,,,0.0409037628894705,,,,,0.934184578757256,0
GLUCM,,,,,-0.217767026322071,,,,,0.673656402767184,0
GLUD1,,0.104040554836335,0.0940632958584078,0.373519622716076,,,0.830329167192716,0.66768833493721,0.0377045575599917,,1
GLUL,0.339882381378658,0.299725709251132,0.207357949134721,0.501100666669424,,0.9962090509916655,0.640265833822282,0.376908512085664,0.121767900943282,,0
GLYC,,,,,-0.143923013029996,,,,,0.731560230687411,0
GLYG,,,,,-0.281156078482891,,,,,0.705174681121398,0
GLYG2,,,,,-0.0344282676139207,,,,,0.946117362299694,0
GLYM,,,,,-0.0894659973299644,,,,,0.705174681121398,0
GLYR1,,,0.0524848469872164,,0.068117723676454,,,0.655219450195473,,0.590538440857991,0
GM2A,0.0610358746020836,,-0.0209399666051935,,,0.9962090509916655,,0.958442085329266,,,0
GMFB,-0.0719836443828523,,0.441538105371988,,0.182473574818001,0.9962090509916655,,0.480419013781222,,0.691626406781586,0
GMPPA,,,0.0259890222831631,,-0.223398261950809,,,0.95539325879038,,0.818280939715935,0
GMPR,,,0.0975729061818222,,,,,0.770946900828709,,,0
GMPR1,,,,,0.149513132947043,,,,,0.876271823320108,0
GMPS,,,-0.124619343160863,,,,,0.80363397730619,,,0
GNA11,,-0.04582179974222,-0.155885960751795,-0.273645405857127,0.0124571430647696,,0.910916272065806,0.596414488890998,0.426251176874144,0.958839224382489,0
GNA12,,,0.18791232631113,,-0.00289513771741806,,,0.680119233201213,,0.994895986983333,0
GNA13,,-0.0721311903983495,-0.14283150669182,-0.00599605163773337,-0.0502081114189632,,0.911339645796784,0.475216318227677,0.975161960680329,0.852176044406129,0
GNA14,,,0.182057385357783,,0.339361225936241,,,0.564835547333375,,0.372306353926425,0
GNAI1,,-0.0983691220621022,-0.0348545228866091,0.285840504780928,0.0668414997256521,,0.852895583435375,0.777183846041102,0.1642617938976,0.388211928432722,0
GNAI2,,0.190145840096828,-0.0150201595724957,-0.130431568414357,0.00380768338164028,,0.574830418452121,0.951976352046858,0.262489872555772,0.968941276974072,0
GNAI3,,,0.15462425931257,,0.159962364068728,,,0.71556300146342,,0.1822715082167,0
GNAL,,,0.144011435221466,,0.0692355940354847,,,0.532043487620776,,,0
GNAO,,,,,0.0824518448335669,,,,,0.357948649142824,0
GNAO1,,-0.0139880245309465,0.0133375114364367,0.0266951499078463,,,0.95594981127783,0.915422488017866,0.807862898468532,,0
GNAQ,,0.0771528688967545,-0.0914636454724937,0.0337945832038827,-0.016339777617723,,0.846444048001371,0.638405951891669,0.832169525175627,0.920701686006938,0
GNAS,,0.00138376560171249,-0.0674190797840306,0.102907697745314,,,0.998699207742396,0.503186486896637,0.476218129298899,,0
GNAS2,,,,,0.0525410094515653,,,,,0.519586378245131,0
GNAZ,,-0.0751339213164518,-0.0524281275522174,0.192344146931847,-0.0643530638408775,,0.904331160260598,0.852977604923391,0.495603697473825,0.884083683300205,0
GNB1,0.0395844656488169,0.124203767844167,0.0283427671754573,0.155922650744873,,0.9962090509916655,0.667400112182428,0.921866491126512,0.122850947078209,,0
GNB2,,-0.293164395873728,-0.112200331005977,0.0955244469560959,,,0.362465060874018,0.532043487620776,0.727275179660839,,0
GNB4,,,0.084767180973998,,,,,0.763415115584145,,,0
GNB5,,0.0614904390421901,0.0178933827376355,-0.506487557631039,-0.0941979970482337,,0.900037904528893,0.917568509224031,0.566668500057675,0.662959548825917,0
GNG12,,,0.0395541225843106,,,,,0.94252581417526,,,0
GNG2,,,0.537709193757463,,,,,0.137369303227591,,,0
GNG3,,,0.42892330780736,,,,,0.547456815692458,,,0
GNG7,,0.66282393606393,0.613645564911377,0.0136450239935083,,,0.265950155397415,0.178920082201538,0.971154577401483,,0
GNL1,,-0.0377689815337129,-0.151400182815858,-0.257417205360591,-0.166971303447303,,0.914568672746504,0.466796871887869,0.534107027456145,0.300648810535863,0
GNPDA1,,,0.160880631347066,,,,,0.795688757500351,,,0
GNPI1,,,,,0.331389891044556,,,,,0.357948649142824,0
GNPTG,0.0022971767220276,,,,,0.9962090509916655,,,,,0
GNS,-0.0283288893761569,,,,,0.9962090509916655,,,,,0
GNTK,,,,,0.314288671295137,,,,,0.237103673128992,0
GOGA2,,,,,0.0171931213535226,,,,,0.98528280431518,0
GOGA3,,,,,0.455884494720898,,,,,0.3495851546914,0
GOGA4,,,,,-0.320136093549874,,,,,0.741539451074872,0
GOLGA2,,,0.207255445568657,,,,,0.749870218847147,,,0
GOLGA3,,,0.0145360802697526,,,,,0.97595658247048,,,0
GOLGA4,,,0.174673452220409,,,,,0.696112101632716,,,0
GOLIM4,0.128132206168377,,,,,0.6418340479087274,,,,,0
GOLM1,0.075871552518656,,,,,0.9783774846515386,,,,,0
GOLM2,0.106011614852642,,,,,0.9805950542358552,,,,,0
GOPC,,,-0.00355616968241101,,0.00493860432780391,,,0.990183477744646,,0.981738161231808,0
GORASP2,,,-0.242209022766447,,,,,0.486581642022569,,,0
GORS2,,,,,-0.13620272686108,,,,,0.666664011519203,0
GOT1,-0.0387394928091744,0.34602214979774,0.0990405522509828,0.388633632243941,,0.9962090509916655,0.574830418452121,0.764574593963556,0.120855304268092,,0
GOT2,-0.11529541015625,-0.177373825096178,0.0787284744294648,0.186738545014791,,0.8045133597427804,0.782975457027864,0.761096589101964,0.32065489963306,,0
GP1BA,0.228963194471417,,,,,0.9962090509916655,,,,,0
GPC1,-0.0911000557865833,,,,,0.9595208764726064,,,,,0
GPC4,-0.153904040654501,,,,,0.7675984230778834,,,,,0
GPC5,-0.0120609925027555,,,,,0.9962090509916655,,,,,0
GPC6,-0.0388771479308847,,,,,0.9962090509916655,,,,,0
GPD1,,-0.472927157464601,0.467910641797208,0.626034417492581,,,0.852895583435375,0.439586026022544,0.00701357929497252,,1
GPD1L,,,0.112562214323767,,-0.224727294029628,,,0.848444884037079,,0.528789352107474,0
GPD2,,,0.436177899485159,,,,,0.232012390816428,,,0
GPDA,,,,,0.248346756714566,,,,,0.204957216128876,0
GPDM,,,,,0.197031600783775,,,,,0.693232630395397,0
GPHN,,,0.207355325900423,,,,,0.546387463718318,,,0
GPI,0.123505850669847,-0.396803799754464,-0.345099607929285,0.194379727734439,,0.9729311988988794,0.521489685725897,0.199204396375731,0.275889378283954,,0
GPLD1,0.0265744568465607,,,,,0.9962090509916655,,,,,0
GPM6A,,,0.333795460329531,,-0.156180085198433,,,0.300339511499474,,0.88109947825919,0
GPNMB,0.217286031527491,,-0.115423433791239,,0.924203079669656,0.7675984230778834,,0.920848087269852,,0.0112276668629872,1
GPR158,0.0493592853227653,,,,,0.9962090509916655,,,,,0
GPR180,-0.0926083899163572,,,,,0.9962090509916655,,,,,0
GPR37,0.0997124019049558,,,,,0.9962090509916655,,,,,0
GPR37L1,-0.103807203697436,,,,,0.9962090509916655,,,,,0
GPS1,,,-0.113794819568019,,,,,0.742607348207745,,,0
GPSM1,,-0.0129871500311776,-0.0527766565658548,,-0.0655544097825086,,0.99354092916983,0.874988834772235,,0.835929439375556,0
GPX3,0.271731686282468,,,,,0.3296912235136651,,,,,0
GPX4,,,0.464958298453472,,-0.0991472674387597,,,0.577833965658474,,0.946117362299694,0
GRAMD2B,,,0.0648342414221892,,,,,0.844803910306991,,,0
GRAP1,,,,,-0.210681357049367,,,,,0.494430135354903,0
GRB2,0.117356777191162,,0.19301551123126,,0.140690294092762,0.8859368122864999,,0.671565814235462,,0.859894258906927,0
GRDN,,,,,0.0153216135747951,,,,,0.968105894474143,0
GREM1,-0.0531829822631114,,,,,0.9962090509916655,,,,,0
GRHPR,,0.34892632619439,0.0481694008008842,0.405919518478491,0.169260224555549,,0.745282815233173,0.944854928423962,0.0799313434266699,0.459163001868355,0
GRIA1,,,0.35854404698802,,-0.59780447311,,,0.463185024326242,,0.707316466867986,0
GRIA2,0.0926580814100948,0.327872745154259,0.266648647632821,0.403069370196911,0.0740757213685395,0.9962090509916655,0.527083132768594,0.345260263524672,,0.930859640013354,0
GRIA3,,0.17205934117849,0.161453993955162,,-0.485845797068725,,0.787113598022871,0.532416355854987,,0.413808482724831,0
GRIA4,-0.011137647398769,,0.243774079502115,,0.0518918066434879,0.9962090509916655,,0.381229643266063,,0.949534009443107,0
GRIN1,,,0.140644710509023,,,,,0.497799769057807,,,0
GRIN2A,,,0.234769025203355,,,,,0.35063183587721,,,0
GRIN2B,,,0.0402525915317783,,,,,0.895239553503929,,,0
GRIPAP1,,0.0277199813219455,0.0120795869832158,-0.297236377814532,,,0.976188593962704,0.970455626848985,0.517334080590036,,0
GRK2,,,-0.0253228923546151,,,,,0.936966254056613,,,0
GRK5,,,0.087350529645549,,-0.117436940049724,,,0.721042371000918,,0.758666411935621,0
GRK6,,,-0.463366967702836,,0.0817598829477288,,,0.387402032647929,,0.937108175734352,0
GRM2B,,,,,0.0483610592602375,,,,,0.921441539418527,0
GRM3,,,0.316660508312914,,-0.722731097290133,,,0.273604354814231,,,0
GRM5,,,0.322651631066726,,0.947951670262818,,,0.320448006826942,,0.0770885755108389,0
GRN,0.0780550243682008,,,,,0.9805950542358552,,,,,0
GRP2,,,,,0.0807446146780704,,,,,0.934184578757256,0
GRP75,,,,,-0.074973234858118,,,,,0.682612099844273,0
GRPE1,,,,,-0.147042705906086,,,,,0.753059626274287,0
GRPEL1,,,-0.363892502261376,,,,,0.137369303227591,,,0
GRSF1,,-0.0911719455211749,0.0174476154740854,-0.668376025623211,-0.249642940000211,,0.911339645796784,0.966263864172868,,0.586371143932326,0
GSDME,,,0.19979944546247,,-0.0875687146368378,,,0.705484816356329,,0.58149262874983,0
GSH0,,,,,-0.15392144497317,,,,,0.444306521696361,0
GSH1,,,,,-0.0905621693860521,,,,,0.895361859827244,0
GSK3A,,,-0.260228090723264,,0.246018810292951,,,0.368110190183959,,0.763954392814365,0
GSK3B,,-0.162636184215475,-0.226234061698494,0.0124301899869129,-0.166453656489241,,0.696234220295275,0.321234573173566,,0.545677282305689,0
GSN,0.0842927585948594,0.123686167296521,0.0252009049889936,0.168998774537565,,0.9962090509916655,0.603092817669928,0.863503215677528,0.346769910917895,,0
GSPT1,,,-0.156950996519745,,,,,0.480012948402092,,,0
GSPT2,,,-0.0143388490706717,,,,,0.966412436511635,,,0
GSR,-0.0644230785824007,,,,,0.9962090509916655,,,,,0
GSS,-0.041983199842047,,,,,0.9962090509916655,,,,,0
GSTK1,,-0.177943182329318,-0.221266364807095,-0.0893423729825842,0.0571122768950563,,0.573396282418092,0.595437931328663,0.734445938362269,0.660214320338037,0
GSTM1,,,-0.0893206052779684,,-0.0182683273983764,,,0.858850945480907,,0.970149529841813,0
GSTM2,0.0340197725451628,-0.272625207995111,-0.023073682337957,0.228940335218448,-0.120578981099284,0.9962090509916655,0.841668577080085,0.96762771856146,0.352646083742231,0.581993020981012,0
GSTM3,,-0.318517596075313,-0.198967536608561,-0.0590534253418106,-0.238478193703586,,0.521489685725897,0.345260263524672,0.858670655001591,0.237103673128992,0
GSTM5,,,-0.16869723308203,,-0.20945536987863,,,0.721412971207397,,0.707316466867986,0
GSTO1,-0.0221139592894382,,-0.464583621498154,,0.291708239221252,0.9962090509916655,,0.492061665224885,,0.685573969315978,0
GSTP1,0.0934171888956534,0.0623723252063667,0.185310878712312,0.373221969987388,0.0882467383102029,0.9767077574634933,0.936392440224757,0.508185100634282,0.0235704583328347,0.70795226883733,1
GSTT1,0.461592957593393,,-0.201972112123521,,-0.143973431980367,0.823813768165942,,0.738318967972883,,0.882841219882704,0
GSTZ1,,,-0.110389716054455,,,,,0.817699229890838,,,0
GTDC1,,,-0.0174444622222845,,-0.104994298172572,,,0.966263864172868,,0.859135444976768,0
GTF2I,,,0.119485894656147,,0.518097117801162,,,0.541242228995566,,0.446689770075264,0
GTPB1,,,,,0.125994017848203,,,,,0.741539451074872,0
GTPB3,,,,,-0.339080671910783,,,,,0.71720216063106,0
GTPBP1,,,-0.110160498585804,,,,,0.632380881204346,,,0
GTPBP3,,,0.13710831831871,,,,,0.671641331236456,,,0
GTR1,,,,,0.251381883169384,,,,,0.523406876340571,0
GTR3,,,,,0.22529285153595,,,,,0.801955378002405,0
GUAA,,,,,-0.191475827888446,,,,,0.636851280831092,0
GUAD,,,,,-0.82980180306641,,,,,0.371957833335776,0
GUCY1A2,,,-0.0440633908973043,,,,,0.844803910306991,,,0
GUCY1B1,,-0.151758992500087,-0.0804004725935205,-0.018241963225692,,,0.721252374914819,0.523785617631426,,,0
GUF1,,-0.0868450723416053,0.0296627971859679,,-0.0503351266402301,,0.900037904528893,0.920251423695869,,0.946326509355556,0
GUK1,,0.00661513352642007,0.0601658389719646,-0.175333844797576,,,0.991510281820983,0.658049715362446,0.637269751817442,,0
GYG1,,,0.157004206452668,0.233311784835921,,,,0.89696152755949,0.561929615065762,,0
GYG2,,,-0.373731285868341,,,,,0.423478976030707,,,0
GYS1,,-0.253479042096052,-0.10246733489878,0.176397468297058,-0.0496794005932519,,0.527083132768594,0.547456815692458,0.503588854537066,0.757904343874687,0
H1-0,,,-0.0645416193345294,,,,,0.909477303830587,,,0
H1-2,,,0.180459015929578,,,,,0.652789317267194,,,0
H1-4,,0.491435732901084,0.119221826605928,0.212652337002651,,,0.332202362392885,0.582242668807288,0.664718348053595,,0
H10,,,,,-0.388409470670678,,,,,0.590538440857991,0
H12,,,,,1.01993779303169,,,,,0.0770885755108389,0
H14,,,,,0.318979199342839,,,,,0.204957216128876,0
H2A1C,,,,,0.0461031174905648,,,,,0.882841219882704,0
H2A2C,,,,,0.0684622730674915,,,,,0.852176044406129,0
H2AC14,,0.587556657216213,,0.483184792387016,,,0.20666183706328,,0.182164711449652,,0
H2AFV,,,0.109906399473192,,,,,0.691866215717996,,,0
H2AFY2,,,-0.233056377844502,,,,,0.770841467710108,,,0
H2AV,,,,,0.385064360803629,,,,,0.235077792504072,0
H2AW,,,,,0.401350531107386,,,,,0.713053134145423,0
H2AY,,,,,0.0843139879262996,,,,,0.795740968726807,0
H2B1M,,,,,0.13415547965836,,,,,0.764748607575725,0
H2B2E,,,,,0.013585175678396,,,,,0.970149529841813,0
H2BC12,0.091872321234808,,,,,0.9962090509916655,,,,,0
H2BC13,,0.547822351554437,,0.158724743694083,,,0.312704044145748,,0.726253046572255,,0
H2BC14,,,0.211921752326436,,,,,0.550666188619731,,,0
H3-3A,,,-0.0385774879601628,,,,,0.867273327655907,,,0
H3-7,0.394947504997253,,,,,0.9962090509916655,,,,,0
H33,,,,,-0.158307873372651,,,,,0.590538440857991,0
H4,,,,,0.11175627808511,,,,,0.705174681121398,0
H4C1,0.528576996526107,0.480865275289742,0.0923556550899789,0.191224780160294,,0.9962090509916655,0.312704044145748,0.647862155509733,0.635798035379421,,0
H6PD,0.100861683684158,,-0.213567351657298,,,0.9962090509916655,,0.814508289539923,,,0
H90B2,,,,,-0.13245435736314,,,,,0.264266707620211,0
HABP2,0.0019391825999761,,,,,0.9974951661907246,,,,,0
HACD3,,0.406707239461637,0.199320096888813,0.208868014950683,-0.298329673187235,,0.445260519133801,0.368110190183959,0.627300920141338,0.581993020981012,0
HADH,,,0.113598785505164,,,,,0.874831296715161,,,0
HADHA,,-0.416283961466984,-0.0983885940759637,-0.0819476755164898,,,0.278871582498653,0.596414488890998,0.833775468272923,,0
HADHB,,-0.152669575631824,-0.201310759306275,-0.231237468140203,,,0.802924466265064,0.577833965658474,0.43057607305206,,0
HAGH,-0.167915386083175,,0.38898952201625,,,0.8110615346736262,,0.319984010829076,,,0
HAL,0.478665521409777,,,,,0.9962090509916655,,,,,0
HAP40,,,,,-0.209278425121797,,,,,0.427333126270133,0
HAPLN1,,-0.20956015196269,,-0.604438431669693,,,0.836800249166275,,0.12492690228423,,0
HAPLN2,-0.141971567565319,-0.0412172673329033,-0.109069757954984,-0.229439964804395,,0.9962090509916655,0.98453804779199,0.859256071206136,0.534107027456145,,0
HAPLN4,-0.0154055107060085,,0.115521730207345,,,0.9962090509916655,,0.750005490374311,,,0
HARS1,,,-0.317760390063101,,-0.15948381721424,,,0.542135942740665,,0.672669970887102,0
HARS2,,,0.00438639653239314,,,,,0.991599960035576,,,0
HAVCR2,-0.0037222932339631,,,,,0.9962090509916655,,,,,0
HAX1,,,0.40304837916917,,0.0373481086616803,,,0.125939555392208,,0.952786962805834,0
HBA,,,,,0.212428234989019,,,,,0.424793783934032,0
HBA1,0.208572507420659,0.437864865366524,0.289031016359484,0.341068685653225,,0.9962090509916655,0.303390441386568,0.321957712669436,0.198105330365079,,0
HBB,0.662691653032841,0.272436325795282,0.225191965778663,0.115417187875814,0.175229800658346,0.9962090509916655,0.521489685725897,0.46660824003178,0.679784020913911,0.519815069745233,0
HBD,,0.0261983458897209,0.347505795032797,0.497167502763791,0.228444959167315,,,0.497799769057807,0.32065489963306,0.523406876340571,0
HBS1L,,-0.0847082989198583,-0.0545716946503325,-0.46771099035516,0.0205255320344477,,0.899503993066477,0.770946900828709,0.292258377868242,0.920701686006938,0
HCD2,,,,,-0.103453666295718,,,,,0.71720216063106,0
HCDH,,,,,-0.114886373624356,,,,,0.77475077116735,0
HCN2,,,-0.295221222204892,,-0.295347124548046,,,0.655459614116177,,0.628641127621091,0
HD,,,,,-0.417478087840877,,,,,0.0434499855668924,1
HDA11,,,,,0.158718721293542,,,,,0.739973019584934,0
HDAC11,,,-0.0288924215305493,,,,,0.91125824728019,,,0
HDAC6,,,-0.175154797881336,,-0.0977507755946345,,,0.738318967972883,,0.849295323468906,0
HDHD2,-0.0780052324836458,,-0.0488360840538755,,0.0483374087471537,0.985271685401538,,0.920848087269852,,0.831895700762687,0
HDHD5,,-0.13862395373623,0.00936723088598551,-0.289436105813566,0.369721258584918,,0.862284408672857,0.983139516342411,0.558112387727616,0.519532608558909,0
HDLBP,,0.0646028476582185,0.0495073828251287,-0.591346045840094,,,0.904331160260598,0.772401791968742,0.0850734644917393,,0
HEATR5A,,,-0.480096557799801,,,,,0.520446312698362,,,0
HEATR5B,,,0.0607280449747848,,,,,0.846806967269403,,,0
HEBP1,,-0.310645252125915,0.397365431532125,0.698087330425981,0.321917035308697,,0.677443610704883,0.531600615443383,0.0436709114632809,0.349322249511865,1
HECAM,,,,,0.330982821488252,,,,,0.356482988346652,0
HECD1,,,,,0.258449005276931,,,,,0.590538440857991,0
HECD3,,,,,-0.540095500556861,,,,,0.175282747469517,0
HECD4,,,,,0.290109211223318,,,,,0.519586378245131,0
HECTD1,,,0.19661419539451,,,,,0.462910180275166,,,0
