,FC,FC,FC,FC,FC,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR
Tissue,CSF,CTX,CTX,SPC,SPC,CSF,CTX,CTX,SPC,SPC,sum_significant
Fraction,CSF,insoluble,soluble,insoluble,soluble,CSF,insoluble,soluble,insoluble,soluble,
Leading_Gene,,,,,,,,,,,
LIMK2,,,-0.495638363572841,,0.277965514742005,,,,,0.357948649142824,0
LIMS1,,,-0.0510594638210715,,0.14009529671947,,,0.844379000400712,,0.226686315173307,0
LIN7A,,0.0728689777877746,0.158842840969356,,0.000177935187466782,,0.900037904528893,0.403095050636813,,0.999752266920086,0
LIN7B,,,0.13122499864469,,-0.425598324949865,,,0.612415041882651,,0.615140491972782,0
LIN7C,,,0.114792657580778,,0.10018154448641,,,0.530173185182582,,0.479411120371179,0
LINGO1,-0.0197345825648263,,,,,0.9962090509916655,,,,,0
LINGO3,0.0546500082729615,,,,,0.9962090509916655,,,,,0
LIPA,-0.0449593929722489,,,,,0.9962090509916655,,,,,0
LIPA1,,,,,-0.00291850482743927,,,,,0.997397726470149,0
LIPA2,,,,,-0.167523939735837,,,,,0.446689770075264,0
LIPA3,,,,,-0.16744795304086,,,,,0.197461048842006,0
LIPA4,,,,,-0.361183116489699,,,,,0.660809529303005,0
LIPB1,,,,,-0.135896092161024,,,,,0.870954560977572,0
LIPE,,0.226817611162873,-0.0643267597068347,-0.105780905174959,,,0.791954408803169,0.895931023914396,0.790673243320536,,0
LIPS,,,,,-0.25792997953,,,,,0.153649160681381,0
LIS1,,,,,-0.0859353993059291,,,,,0.529764587379673,0
LKHA4,,,,,0.0737270403085021,,,,,0.882841219882704,0
LLGL1,,-0.00238879843619549,-0.0703503384520267,-0.19448779939036,,,0.998589987665774,0.652789317267194,0.454561168679315,,0
LMAN1,0.0545040459712496,,-0.0950122272626974,,-0.139902858878959,0.9962090509916655,,0.639559404837878,,0.622685002727297,0
LMAN2,-0.0213533146704279,,,,,0.9962090509916655,,,,,0
LMNA,,0.0844258005781231,0.265588678562684,0.130322433857027,0.309475684789091,,0.907888901356552,0.252306262942617,0.798568097182112,0.269279540130135,0
LMNB1,,,0.227184857425542,,0.504420810007155,,,0.330489488771297,,0.169652501193834,0
LMNB2,,0.471933580551848,0.160203758080656,0.257082599535786,0.0158058844111904,,0.523009688066103,0.273604354814231,0.749776486075513,0.969596249649924,0
LMO7,,,0.227348870123611,,0.104198247537615,,,0.368110190183959,,0.921441539418527,0
LMTK3,,,-0.119361974631305,,-0.178956640563519,,,0.764372606902558,,0.714795460908378,0
LNP,,,,,0.0259914845432687,,,,,0.971463783287766,0
LNPEP,-0.0777141744440257,,,,,0.9962090509916655,,,,,0
LNPK,,,-0.226559666668825,,,,,0.43152983297393,,,0
LONM,,,,,0.051828550520495,,,,,0.760880768751264,0
LONP1,,-0.227691663250566,-0.138713710280899,-0.683767032871115,,,0.431290004932279,0.615521858873449,0.0462010602528708,,1
LOX,0.0265932774866577,,,,,0.9962090509916655,,,,,0
LOXL1,-0.01389604977199,,,,,0.9962090509916655,,,,,0
LPCAT4,,,-0.263904809900958,,,,,0.460175140300285,,,0
LPCT4,,,,,-0.600108553741604,,,,,0.363147207393566,0
LPGAT1,,,-0.0118984540427729,,,,,0.970372625183823,,,0
LPIN1,,,0.0183869721387653,,-0.31817500134808,,,0.96762771856146,,0.444306521696361,0
LPP,,,-0.539819466106041,,-0.22342401501055,,,0.282687331464221,,0.594559723439933,0
LPPRC,,,,,0.0975256415202794,,,,,0.658238484292764,0
LPXN,,,-0.880872531930872,,0.152645744404493,,,,,0.609635237572633,0
LRC14,,,,,-0.0273149488137696,,,,,0.954126964171983,0
LRC40,,,,,0.0270395598279559,,,,,0.946117362299694,0
LRC47,,,,,0.216560767208239,,,,,0.310224611173294,0
LRC8A,,,,,0.326584628641105,,,,,0.462960871688679,0
LRFN2,0.0752864148881702,,,,,0.9962090509916655,,,,,0
LRG1,-0.0528884420589542,,,,,0.9962090509916655,,,,,0
LRIG1,-0.232425304790876,,,,,0.7675984230778834,,,,,0
LRIG2,0.107408690452576,,,,,0.8905531212087803,,,,,0
LRP1,-0.0323732231012741,,1.0735724494067,,-0.378856356308663,0.9962090509916655,,0.327183932862246,,0.642375754369585,0
LRP11,-0.0360959005267372,,,,,0.9962090509916655,,,,,0
LRP1B,-0.0713213446999905,,,,,0.9962090509916655,,,,,0
LRP2,0.04825986885443,,,,,0.9962090509916655,,,,,0
LRP4,0.0872603196364192,,,,,0.9962090509916655,,,,,0
LRP8,-0.0239218368011258,,,,,0.9962090509916655,,,,,0
LRPPRC,,-0.229575334635464,-0.139047396900169,-0.532836871461183,,,0.443472799743713,0.550565578521971,0.15868322498833,,0
LRRC14,,,0.126140254162981,,,,,0.86560173640637,,,0
LRRC4,-0.150855788936862,,,,,0.7251433098224958,,,,,0
LRRC40,,-0.227755048950489,-0.0134122398928607,0.0654318360944095,,,0.662063382415778,0.978280216662283,0.915885347735348,,0
LRRC47,,-0.124238327972058,-0.0192538818727446,0.0184019864573062,,,0.818050422085317,0.953897149475107,0.943423814423554,,0
LRRC4B,-0.0241305876751348,,,,,0.9962090509916655,,,,,0
LRRC4C,-0.07620463371277,,,,,0.9962090509916655,,,,,0
LRRC7,,,0.0854048692233231,,-0.113874051843116,,,0.684905485700718,,0.711861202276772,0
LRRC73,,,0.106945243481018,,,,,0.697797313260435,,,0
LRRC8A,,,0.0493567443358276,,,,,0.896205292124144,,,0
LRRF2,,,,,-0.396728627038773,,,,,0.823773668658492,0
LRRFIP2,,,0.261287190681094,,,,,0.823705744220449,,,0
LRRN1,0.0222738214901508,,,,,0.9962090509916655,,,,,0
LRRTM2,-0.118742059024676,,,,,0.8817531533136377,,,,,0
LRSAM1,,-0.151608396982118,-0.0446891283212964,-0.745526918015467,,,0.810691789954826,0.896205292124144,,,0
LRSM1,,,,,-0.22252525508042,,,,,0.154528127724352,0
LRTM2,-0.0053813464648726,,,,,0.9962090509916655,,,,,0
LS14B,,,,,-0.546917655328824,,,,,0.581993020981012,0
LSAMP,0.0162294012717261,-0.0391390976294482,-0.104517125027431,0.499974435307103,0.162005947180938,0.9962090509916655,0.966681834141769,0.631984134033266,0.116766624594249,0.587725106073838,0
LSM14B,,,0.307479586041822,,,,,0.431308475893852,,,0
LSR,0.118000452938118,,,,,0.928304489508823,,,,,0
LSS,,,-0.120500469188246,,,,,0.852611627433512,,,0
LST8,,,,,-0.362409795105923,,,,,0.528676553204491,0
LTA4H,0.0993700797128767,,0.298098579140947,,,0.9962090509916655,,0.681677534527926,,,0
LTBP1,0.109684843300446,,,,,0.9729311988988794,,,,,0
LTBP2,0.0891704028524138,,,,,0.9962090509916655,,,,,0
LTBP3,0.129672721940643,,,,,0.9767077574634933,,,,,0
LTBP4,0.0818088421795053,,,,,0.9218283773407483,,,,,0
LTF,-0.20854689280192,,,,,0.9962090509916655,,,,,0
LTN1,,,-0.216295571342875,,0.0530594779737025,,,0.621431588510526,,0.922464136481225,0
LTOR1,,,,,0.180197021154447,,,,,0.476771933194673,0
LTOR3,,,,,0.220890949811959,,,,,0.550027469420458,0
LTOR5,,,,,0.0559896589948177,,,,,0.95380652364682,0
LUC7L,,,0.0990706290041286,,0.115165125756316,,,0.761096589101964,,0.702766773809971,0
LUC7L2,,-0.161341194843501,-0.188211199788202,-0.148156232263699,,,0.736856408634398,0.492078751089748,0.734724046264131,,0
LUC7L3,,,0.0338305906794032,,,,,0.964701487195539,,,0
LUM,0.0209892234023741,,-0.280432014694789,,0.370430575142801,0.9962090509916655,,0.708155458726626,,0.685573969315978,0
LUZP1,,,-0.144444175018898,,-0.221364374411411,,,0.622285263341324,,0.768191736169322,0
LUZP2,0.221206583295549,,,,,0.9962090509916655,,,,,0
LY6H,0.0918069743933181,,0.0163037239976422,,0.549768883496378,0.9962090509916655,,0.96762771856146,,0.401002694180079,0
LY75,-0.0522815856426657,,,,,0.9962090509916655,,,,,0
LYNX1,-0.112813512484234,,-0.264497022250791,,0.153252581022793,0.9962090509916655,,0.532043487620776,,0.861031841856395,0
LYPA2,,,,,0.0238604092741929,,,,,0.961823981840594,0
LYPD6B,0.0403594240065548,,,,,0.9962090509916655,,,,,0
LYPL1,,,,,0.0165328725131829,,,,,0.946117362299694,0
LYPLA2,,,-0.125508377145781,,,,,0.485148693499727,,,0
LYPLAL1,,-0.134404348138299,-0.0233020480673083,-0.337663910331404,,,0.825144157031585,0.965723804045106,0.322264246550831,,0
LYVE1,0.0951621563403648,,,,,0.9962090509916655,,,,,0
LYZ,0.00988453807253,,,,,0.9962090509916655,,,,,0
LZIC,,,0.166422478406961,,0.481094012051767,,,0.802555557438697,,0.167547499789921,0
LZTFL1,,,-0.212248871754484,,,,,0.485148693499727,,,0
LZTL1,,,,,-0.676368292278403,,,,,0.47368320740561,0
LZTS1,,,0.262322750522419,,0.630380375287674,,,0.577396063444382,,0.758985478349908,0
LZTS2,,,-0.127269107534373,,-0.0709589625346693,,,0.647862155509733,,0.912684075619661,0
LZTS3,,,0.072546419746613,,1.13002104294083,,,0.814864191987683,,0.538396064724849,0
M2OM,,,,,0.0825222007294825,,,,,0.523406876340571,0
M3K20,,,,,0.155863634151826,,,,,0.372306353926425,0
M3K5,,,,,-0.0543936820900117,,,,,0.916417165742953,0
M4K2,,,,,-0.134009844778338,,,,,0.903300266833186,0
M4K3,,,,,0.167674973765917,,,,,0.771683145726975,0
M4K4,,,,,0.26342904625437,,,,,0.47368320740561,0
MA6D1,,,,,-2.13606869172072,,,,,,0
MA7D1,,,,,-0.132367694138936,,,,,0.707741795834918,0
MAAI,,,,,0.25424571572659,,,,,0.556749892289003,0
MACD1,,,,,-0.306414287138207,,,,,0.244382983889158,0
MACF1,,0.0146789547598973,-0.0327185139110759,-0.257226281056,0.00811489903555396,,0.987837716078066,0.884316023347418,0.618992751468545,0.97319305190729,0
MACROD1,,-0.487021483386502,-0.378926580926161,-0.841007540576851,,,0.249612868907871,0.300339511499474,0.0950429453487853,,0
MACROH2A1,,,0.141043232601785,,,,,0.404442220476155,,,0
MADD,,-0.163875220684666,-0.00323863497791421,,-0.115514719453414,,0.521489685725897,0.990026308985644,,0.661635240670402,0
MAG,-0.0204925890977385,0.303315924484134,0.0634818907367461,0.284721242275288,0.12387708714165,0.9962090509916655,0.762541975309234,0.898600466353548,0.129198587208052,0.594985456964174,0
MAGD2,,,,,0.00577518267352789,,,,,0.977876592634692,0
MAGED2,,,-0.0612263428416602,,,,,0.920848087269852,,,0
MAGI2,,,0.166064923825153,,-0.208416303371384,,,0.343413319146207,,0.758666411935621,0
MAGOH,,,0.0256049998526363,,,,,0.873872623931932,,,0
MAMDC2,0.136644661426544,,,,,0.9962090509916655,,,,,0
MAN1A1,0.126581292868988,,,,,0.24133659421897669,,,,,0
MAN1A2,0.0372827231478539,,,,,0.9962090509916655,,,,,0
MAN1B1,0.169979899624062,,,,,0.41779113512500227,,,,,0
MAN1C1,0.17920651020057,,,,,0.6418340479087274,,,,,0
MAN2A1,0.0309419207316388,,,,,0.9962090509916655,,,,,0
MAN2A2,0.0793477732529233,,,,,0.9716602950622556,,,,,0
MAN2B1,0.0740132756489764,,,,,0.9962090509916655,,,,,0
MAN2B2,-0.0121859985143953,,,,,0.9962090509916655,,,,,0
MANBA,0.0321883005202359,,,,,0.9962090509916655,,,,,0
MANEA,-0.128949894049228,,,,,0.9805950542358552,,,,,0
MANEAL,0.0591097373466987,,,,,0.9962090509916655,,,,,0
MANF,-0.0730819487033934,,,,,0.9962090509916655,,,,,0
MANSC1,0.115273259787481,,,,,0.9595208764726064,,,,,0
MAOA,,,0.456951117466328,,,,,0.309728421036331,,,0
MAOB,,0.617589902248754,0.13421873851243,0.674216470322252,,,0.485378947253669,0.750005490374311,0.00701357929497252,,1
MAON,,,,,-0.296684899542311,,,,,0.538396064724849,0
MAOX,,,,,0.0862713056956018,,,,,0.826455827092263,0
MAP11,,,,,-0.0425584352062307,,,,,0.91894790089173,0
MAP1A,,-0.00973125903004513,-0.0205511578380608,0.205782679443537,-0.0629768465604836,,0.994421968289387,0.918598297377922,0.525889191437818,0.705174681121398,0
MAP1B,,0.0133620796177047,-0.0395810914232517,0.00727370371506408,-0.0794729903701477,,0.982834224779866,0.816647083403325,0.971154577401483,0.42256728574255,0
MAP1LC3A,,,0.0146224258920323,,,,,0.965723804045106,,,0
MAP1LC3B,-0.0216885949478662,,0.194749676631473,,,0.9962090509916655,,0.545370970363289,,,0
MAP1S,,,-0.143249872857207,,0.0753614287886491,,,0.431308475893852,,0.735657143322505,0
MAP2,,0.0772954167176931,0.166328178486191,-0.00103029127899604,,,0.852895583435375,0.456338577642793,0.998259568629297,,0
MAP2K1,,-0.363554429134895,-0.117726844785587,-0.448069283667807,,,0.522987982143714,0.392738415231811,,,0
MAP2K2,,-0.0798810711706678,-0.121676146048153,-0.157978180782221,,,0.925673931312377,0.381229643266063,,,0
MAP2K4,,-0.244476504141323,-0.165643647503735,-0.875498054911861,,,0.62662997019711,0.345288700495133,0.47998817220411,,0
MAP2K6,,,-0.26596819182487,,,,,0.546387463718318,,,0
MAP2K7,,,-0.264111264688583,,,,,0.452952261931866,,,0
MAP3K20,,,-1.30185357492483,,,,,,,,0
MAP3K5,,,0.285123887910971,,,,,0.368110190183959,,,0
MAP4,,,0.106465728706672,,0.47934131782202,,,0.669359033898598,,0.226686315173307,0
MAP4K2,,,-0.0705172856691341,,,,,0.920848087269852,,,0
MAP4K3,,,0.112695083659095,,,,,0.532043487620776,,,0
MAP4K4,,,0.127657545428856,,,,,0.904876655243994,,,0
MAP6,,0.316803930004654,0.120433640494318,-0.990944480838265,-0.0328525443785164,,0.515867714461554,0.43152983297393,0.11937863325822,0.895361859827244,0
MAP6D1,,,-0.0826435224421406,,,,,0.80909397859545,,,0
MAP7D1,,,0.209462067828062,,,,,0.357887867054719,,,0
MAPK1,,0.0818459992487385,-0.131320744557839,0.264144201524961,,,0.936428947974618,0.424521245570465,0.064828537585777,,0
MAPK10,,0.0149836660120387,-0.193052434523958,-0.294870427281214,,,0.98453804779199,0.446083611192804,0.292258377868242,,0
MAPK12,,,0.737221977136352,,,,,0.376908512085664,,,0
MAPK14,,,0.235114094982391,,,,,0.787671309300867,,,0
MAPK3,,-0.363618405178305,-0.380419176309126,0.0794496623014188,,,0.642445567285191,0.0796778441408507,0.783734276005049,,0
MAPK8IP3,,-0.0359600949960262,0.00826738631609591,0.142657083908108,,,0.932844378991676,0.963183513392207,0.722276035759799,,0
MAPRE1,,,0.146114358809138,,,,,0.546387463718318,,,0
MAPRE2,,0.00492014586232248,-0.0415054063691858,0.0442657196930123,,,0.99584844120121,0.815188191689211,0.878005384657233,,0
MAPRE3,,-0.0410799133409139,-0.196086652810661,0.0140913671319476,,,0.95594981127783,0.400294249047249,0.973211151677424,,0
MAPT,-0.592102918675337,-0.564883776373335,0.232417066284063,-0.705806427502942,,0.08637594916836255,0.527083132768594,0.503186486896637,0.303994197529254,,0
MARCHF5,,,0.3564736144936,,,,,0.381150993115526,,,0
MARCKS,0.0784565601808893,,0.567796675254668,,,0.9962090509916655,,0.513321935218567,,,0
MARCKSL1,,,0.251737253268801,,,,,0.724338746112359,,,0
MARCO,0.257698677835011,,,,,0.83956377840053,,,,,0
MARCS,,,,,0.123606438646692,,,,,0.894342416813236,0
MARE1,,,,,0.0111365086163999,,,,,0.971463783287766,0
MARE2,,,,,0.0183591182324458,,,,,0.88531799535722,0
MARE3,,,,,-0.136493064235919,,,,,0.501426573654012,0
MARH5,,,,,0.239425995648001,,,,,0.713053134145423,0
MARK1,,,0.138066726631491,,-0.218216246066504,,,0.657499159750385,,0.538396064724849,0
MARK2,,0.0579966213571084,0.0589200420886484,,-0.0603088351576932,,0.957211544392258,0.657499159750385,,0.743914843647098,0
MARK3,,,-0.159858275108383,,-0.0747142237806389,,,0.456338577642793,,0.759918080525956,0
MARS1,,-0.0105485744209368,-0.0347348612040947,-0.346264629765242,,,0.991510281820983,0.83254050378581,0.352342309243198,,0
MASP1,-0.0352117612764431,,,,,0.9962090509916655,,,,,0
MASP2,-0.158912894282887,,,,,0.9962090509916655,,,,,0
MAST1,,,-0.228456438403792,,-0.114036109369106,,,0.439586026022544,,0.641612947995978,0
MAST3,,0.026442558416145,0.0266352353090681,,0.354173312850581,,0.98453804779199,0.970455626848985,,0.689086870610739,0
MAT2A,0.104648030165471,0.0566771722410827,-0.10364124761014,-0.0636126040204373,,0.9962090509916655,0.909218979038952,0.45616472433614,0.769703772585221,,0
MAT2B,,,-0.0506645937317428,,0.0362674886788994,,,0.874988834772235,,0.946117362299694,0
MATN2,0.0614614540880378,,,,,0.9962090509916655,,,,,0
MATN3,0.174530078064311,,,,,0.8182946168640922,,,,,0
MATR3,,0.00280533563760721,0.0560021465296652,-0.274375065909047,0.0724038806955906,,0.998589987665774,0.752348359755002,0.534831711584163,0.709688795076845,0
MB,0.352696868506344,,,,,0.9962090509916655,,,,,0
MB12B,,,,,0.0528713358806227,,,,,0.879831168967841,0
MBNL2,,,0.378508885757186,,-0.170171358018312,,,0.300339511499474,,0.859135444976768,0
MBOA7,,,,,-0.0598084720632379,,,,,0.946117362299694,0
MBOAT7,,,0.340850500127568,,,,,0.305558578027864,,,0
MBP,,0.12148448708883,0.0653848735964786,-0.258987020531931,0.180856558473543,,0.839189922868777,0.738318967972883,0.352342309243198,0.237103673128992,0
MCA3,,,,,-0.0957495089187707,,,,,0.658238484292764,0
MCAM,0.0502490625753005,,,,,0.9962090509916655,,,,,0
MCCA,,,,,-0.172680413918047,,,,,0.587172273022261,0
MCCB,,,,,-0.0955140337300848,,,,,0.760880768751264,0
MCCC1,,-0.40032288341925,-0.1782345406336,-0.390934672759365,,,0.445260519133801,0.540139462279215,0.369610494610627,,0
MCCC2,,0.169924758694339,0.158264685083909,0.0118856921406765,,,0.830806153565755,0.616889086376723,0.975161960680329,,0
MCF2L,,,-0.000375078975253795,,-0.821615684687158,,,0.998770886749334,,0.399769443061695,0
MCTS1,,,0.0696537099170911,,-0.462220506623194,,,0.896205292124144,,0.27730060828677,0
MCU,,,0.0944186142092582,,-0.284878180348265,,,0.860817740106129,,0.511770490067354,0
MDGA1,-0.128690880614442,,,,,0.8088592738551138,,,,,0
MDGA2,-0.0225305477630666,,,,,0.9962090509916655,,,,,0
MDH1,-0.0096339807881911,0.397579072947288,0.151021170983038,0.439488226989872,,0.9962090509916655,0.521489685725897,0.399516324220656,0.0175569864099829,,1
MDH2,0.0651507410062404,0.356770195073999,0.205293991261277,0.47231787559683,,0.9962090509916655,0.312704044145748,0.379089761572976,0.00701357929497252,,1
MDHC,,,,,0.127007129492594,,,,,0.594559723439933,0
MDHM,,,,,-0.0391769006887414,,,,,0.864358106691291,0
MDK,-0.146851942405936,,,,,0.9595208764726064,,,,,0
ME1,-0.0778652893172378,,0.285443596360814,,,0.9962090509916655,,0.523114055902482,,,0
ME3,,,0.0604653021276027,,,,,0.866240472121507,,,0
MEGF10,-0.0301028837299526,,,,,0.9962090509916655,,,,,0
MEGF6,0.171489245063114,,,,,0.9218283773407483,,,,,0
MEGF8,-0.0120213160045957,,,,,0.9962090509916655,,,,,0
MEGF9,0.0460948032881632,,,,,0.9962090509916655,,,,,0
MELTF,0.0433279994688576,,,,,0.9962090509916655,,,,,0
MENT,0.261247130114622,,,,,0.7210514837883586,,,,,0
MERB1,,,,,0.00771499351433658,,,,,0.987753229622018,0
MERTK,0.0465835454512611,,,,,0.9962090509916655,,,,,0
MESD,0.0359598992362855,,,,,0.9962090509916655,,,,,0
MET,0.0633466150853543,,,,,0.9962090509916655,,,,,0
MET7A,,,,,0.18719199470726,,,,,0.538396064724849,0
METAP1,,,-0.161620118730914,,,,,0.46660824003178,,,0
METK2,,,,,-0.161420376363083,,,,,0.455062325658473,0
METRN,0.156601058112251,,,,,0.8271724785064619,,,,,0
METRNL,0.089783344785296,,,,,0.9534192982067884,,,,,0
METTL7A,,-0.300235661370516,0.663301417444666,0.250744365029717,,,0.312704044145748,0.186847047365153,0.295873487921429,,0
MFAP2,0.073329672926949,,,,,0.9962090509916655,,,,,0
MFAP4,0.202331238642252,,,,,0.7511493400120409,,,,,0
MFF,,0.190724877213237,-0.000960235503687956,,0.00641789375363955,,0.603092817669928,0.995546611734369,,0.961823981840594,0
MFGE8,0.543673843532414,,,,,0.04011296483793362,,,,,1
MFN2,,-0.020092169552544,0.0854625679664359,0.838842894155164,-0.082956842881547,,0.98453804779199,0.602391302191646,0.0702150032440409,0.778934649674946,0
MFR1L,,,,,-0.107303133071271,,,,,0.859894258906927,0
MFRP,-0.0716921488444022,,,,,0.9962090509916655,,,,,0
MGAT1,0.207170200701768,,,,,0.17149983980252614,,,,,0
MGAT2,0.107240002761303,,,,,0.470751396326833,,,,,0
MGAT5,0.276948269753818,,,,,0.08637594916836255,,,,,0
MGLL,,,0.219717941818961,,0.114003188885559,,,0.612415041882651,,0.901188699582832,0
MGMT,,,-0.255043781735325,,0.127066516321171,,,0.503186486896637,,0.82273874816823,0
MGN,,,,,-0.176953964827973,,,,,0.490305384716758,0
MGP,0.149773014314249,,,,,0.9962090509916655,,,,,0
MGST1,,,0.165405210075899,,0.019590570948313,,,0.621431588510526,,0.981305161186292,0
MGST3,,0.0737846470745934,0.0133383572319223,0.276419743581346,-0.0104097677893784,,0.900037904528893,0.965474029980155,0.401821986443555,0.962864982732712,0
MIA,0.290901975198224,,,,,0.8332810466885683,,,,,0
MIA3,0.0036090751747028,,,,,0.9962090509916655,,,,,0
MIC10,,,,,0.0829020169394616,,,,,0.946117362299694,0
MIC13,,,,,-0.0849674549933397,,,,,0.960429295023711,0
MIC19,,,,,0.107505316924959,,,,,0.628036941864701,0
MIC25,,,,,0.170791054077294,,,,,0.628641127621091,0
MIC26,,,,,0.0908715605070911,,,,,0.876271823320108,0
MIC27,,,,,0.47763676257742,,,,,0.614683558704473,0
MIC60,,,,,0.037862408069713,,,,,0.888274071168238,0
MICA1,,,,,0.312640340563103,,,,,0.340331076416932,0
MICA3,,,,,-0.268660542648768,,,,,0.848523716927121,0
MICAL1,,,0.0954366851032337,,,,,0.863761121216297,,,0
MICAL3,,,-0.648557152534932,,,,,0.300339511499474,,,0
MICOS10,,,0.184248991467761,,,,,0.846806967269403,,,0
MICOS13,,,0.481337791691575,,,,,0.273604354814231,,,0
MIEN1,,,-0.718715620317539,,0.0544223270728234,,,0.345260263524672,,0.954983741514073,0
MIF,0.305166994878489,-0.331366603850773,-0.0206385600583564,0.135116340470855,0.117571420596748,0.6418340479087274,0.802072369018478,0.975496345577781,0.561929615065762,0.744571585967335,0
MIGA1,,,0.0849278297310935,,-0.208268422595477,,,0.764574593963556,,0.624889591795822,0
MIME,,,,,0.0529680734937598,,,,,0.954063149360048,0
MINDY1,,,0.311479040850126,,,,,0.458383590706942,,,0
MINK1,,0.116065215608038,0.00990414627380615,-0.125139252053337,-0.106122651292826,,0.775832683965951,0.975496345577781,0.700431131884647,0.849295323468906,0
MINPP1,0.0996862740596249,,,,,0.9236704698087416,,,,,0
MINY1,,,,,-0.121814388566782,,,,,0.803410486756284,0
MIRO1,,,,,-0.0562201500646284,,,,,0.937118502944803,0
MIRO2,,,,,0.332072543394164,,,,,0.444306521696361,0
MK01,,,,,-0.0232272967432285,,,,,0.870954560977572,0
MK03,,,,,-0.0757422741931368,,,,,0.67963902499248,0
MK10,,,,,-0.174617472127417,,,,,0.531895844479159,0
MK12,,,,,0.0566044258462057,,,,,0.953101708247644,0
MK14,,,,,0.054489379175245,,,,,0.93773157360812,0
ML12A,,,,,0.306772167022992,,,,,0.358987002405671,0
MLC1,,-0.0120062866589594,0.188399212951106,0.0894690655423379,0.155284654251555,,0.994668074708022,0.646187136052855,0.85960530835208,0.691257886996513,0
MLEC,-0.0930832887624753,,-0.370808185226915,,0.049611498491629,0.9215758958408209,,0.439586026022544,,0.949534009443107,0
MLF2,,0.163122732742631,-0.0759840924285496,-0.848908473439085,-0.304107017334327,,0.648920471012954,0.643666399684907,,0.066297116715631,0
MLP3A,,,,,-0.323143174495617,,,,,0.534242698321919,0
MLP3B,,,,,0.10981477246505,,,,,0.444306521696361,0
MLST8,,0.063497865988181,-0.0444132727672065,0.269751565252934,,,0.880452023886478,0.929592673980177,,,0
MMAA,,,0.00162034577251979,,0.199452707033433,,,0.994150733502406,,0.197005232617401,0
MMP14,0.108942130416359,,,,,0.9962090509916655,,,,,0
MMP17,-0.0712116675040484,,,,,0.9962090509916655,,,,,0
MMP2,0.0388715598932663,,,,,0.9962090509916655,,,,,0
MMRN1,-0.0371294480103721,,,,,0.9962090509916655,,,,,0
MMRN2,0.0488321847508679,,,,,0.9962090509916655,,,,,0
MMS19,,0.112864632708758,0.0511837684517202,-0.451674056775779,0.128906877135291,,0.771927847606923,0.843500259938115,0.46768765142514,0.357948649142824,0
MMSA,,,,,-0.125273519397919,,,,,0.732928967175916,0
MMUT,,-0.591717710188138,-0.220326044805796,-1.11700179389609,,,0.249612868907871,0.532043487620776,0.0461544317054308,,1
MNDA,,,0.00100404840638457,,-0.631178276284564,,,0.997737435507539,,0.64281187711176,0
MOB3B,,,0.00112601134848456,,-0.274116076721383,,,,,0.621132104353706,0
MOB4,,,-0.172420412412534,,,,,0.718681465330237,,,0
MOCS3,,,-0.0470196744879285,,-0.0237818026821073,,,0.899339991837897,,0.948617707820274,0
MOES,,,,,0.104678777278281,,,,,0.349322249511865,0
MOG,-0.13887457502574,0.205609713859189,0.235591824705785,0.146995971545036,0.0793035071185244,0.7897427624597297,0.705893509907072,0.472164140790725,0.478954770913638,0.849295323468906,0
MOGS,,,-0.222841588335505,,-0.00714631986495318,,,0.472164140790725,,0.993278978757846,0
MON2,,,0.0632049227401764,,0.146509454919519,,,0.835976284238909,,0.63814163983678,0
MOSPD2,,,-0.194324064600408,,,,,0.629320349476049,,,0
MOT1,,,,,0.209099094831577,,,,,0.464923627818326,0
MP2K1,,,,,-0.0221756897179995,,,,,0.924130335222093,0
MP2K2,,,,,-0.074370969962958,,,,,0.686473062879292,0
MP2K4,,,,,0.0698634327673827,,,,,0.884083683300205,0
MP2K6,,,,,-0.116051680947184,,,,,0.894428224107912,0
MP2K7,,,,,-0.231664386869163,,,,,0.658238484292764,0
MPC2,,,0.462870379352255,,0.179843805237254,,,0.261323319228746,,0.357948649142824,0
MPCP,,,,,-0.139854996699893,,,,,0.614683558704473,0
MPDZ,,,0.379971450441105,,0.326810882281301,,,0.584965206744327,,0.378310890325451,0
MPI,-0.038577111562093,-0.0875939680636417,-0.0777620224954313,0.411873880956272,-0.13149817013994,0.9962090509916655,0.890406590090763,0.852611627433512,0.301332410933562,0.531895844479159,0
MPP1,,-0.0367891005446991,-0.0137140398130304,-0.27446936134209,,,0.952355105429317,0.939125760975527,0.566196243497733,,0
MPP2,,0.082059295183037,-0.0773136500966121,-0.122041063409027,-0.0955117225775424,,0.88641774161041,0.721042371000918,,0.702766773809971,0
MPP5,,,0.0225984512402122,,-0.0796407521073368,,,0.92904950342557,,0.728283598359429,0
MPP6,,-0.0402316354115854,-0.106852387275933,-0.0911024061994881,-0.0519677805258606,,0.972130828951271,0.647862155509733,0.885441333887232,0.823773668658492,0
MPP7,,,-0.0589430384319098,,-0.546726669275982,,,0.772727700826606,,,0
MPPA,,,,,-0.136953856912894,,,,,0.693183339944474,0
MPRIP,,,-0.171293988452735,,-0.00962095636083804,,,0.562422370861528,,0.98528280431518,0
MPZ,-0.0611299514770511,,0.267623369127268,,,0.9962090509916655,,0.730694967095373,,,0
MRAS,,,0.639851785501686,,,,,0.125939555392208,,,0
MRC1,0.144624094352652,,,,,0.7675984230778834,,,,,0
MRC2,-0.0078202497096597,,,,,0.9962090509916655,,,,,0
